name,dll,signature,description
Heap32Next,KERNEL32.dll,BOOL Heap32Next(HEAPENTRY32* lphe),待补充
Toolhelp32ReadProcessMemory,KERNEL32.dll,"BOOL Toolhelp32ReadProcessMemory(UInt32 th32ProcessID, Void* lpBaseAddress, Void* lpBuffer, UIntPtr cbRead, UIntPtr* lpNumberOfBytesRead)",待补充
Process32FirstW,KERNEL32.dll,"BOOL Process32FirstW(HANDLE hSnapshot, PROCESSENTRY32W* lppe)",待补充
Process32NextW,KERNEL32.dll,"BOOL Process32NextW(HANDLE hSnapshot, PROCESSENTRY32W* lppe)",待补充
Process32First,KERNEL32.dll,"BOOL Process32First(HANDLE hSnapshot, PROCESSENTRY32* lppe)",待补充
Process32Next,KERNEL32.dll,"BOOL Process32Next(HANDLE hSnapshot, PROCESSENTRY32* lppe)",待补充
Thread32First,KERNEL32.dll,"BOOL Thread32First(HANDLE hSnapshot, THREADENTRY32* lpte)",待补充
Thread32Next,KERNEL32.dll,"BOOL Thread32Next(HANDLE hSnapshot, THREADENTRY32* lpte)",待补充
Module32FirstW,KERNEL32.dll,"BOOL Module32FirstW(HANDLE hSnapshot, MODULEENTRY32W* lpme)",待补充
Module32NextW,KERNEL32.dll,"BOOL Module32NextW(HANDLE hSnapshot, MODULEENTRY32W* lpme)",待补充
Module32First,KERNEL32.dll,"BOOL Module32First(HANDLE hSnapshot, MODULEENTRY32* lpme)",待补充
Module32Next,KERNEL32.dll,"BOOL Module32Next(HANDLE hSnapshot, MODULEENTRY32* lpme)",待补充
DtcGetTransactionManager,XOLEHLP.dll,"HRESULT DtcGetTransactionManager(PSTR i_pszHost, PSTR i_pszTmName, Guid* i_riid, UInt32 i_dwReserved1, UInt16 i_wcbReserved2, Void* i_pvReserved2, void* o_ppvObject)",待补充
DtcGetTransactionManagerC,XOLEHLP.dll,"HRESULT DtcGetTransactionManagerC(PSTR i_pszHost, PSTR i_pszTmName, Guid* i_riid, UInt32 i_dwReserved1, UInt16 i_wcbReserved2, Void* i_pvReserved2, void* o_ppvObject)",待补充
DtcGetTransactionManagerExA,XOLEHLP.dll,"HRESULT DtcGetTransactionManagerExA(PSTR i_pszHost, PSTR i_pszTmName, Guid* i_riid, UInt32 i_grfOptions, Void* i_pvConfigParams, void* o_ppvObject)",待补充
DtcGetTransactionManagerExW,XOLEHLP.dll,"HRESULT DtcGetTransactionManagerExW(PWSTR i_pwszHost, PWSTR i_pwszTmName, Guid* i_riid, UInt32 i_grfOptions, Void* i_pvConfigParams, void* o_ppvObject)",待补充
SetEnvironmentStringsW,KERNEL32.dll,BOOL SetEnvironmentStringsW(PWSTR NewEnvironment),待补充
GetCommandLineA,KERNEL32.dll,PSTR GetCommandLineA(),待补充
GetCommandLineW,KERNEL32.dll,PWSTR GetCommandLineW(),待补充
GetEnvironmentStrings,KERNEL32.dll,PSTR GetEnvironmentStrings(),待补充
GetEnvironmentStringsW,KERNEL32.dll,PWSTR GetEnvironmentStringsW(),待补充
FreeEnvironmentStringsA,KERNEL32.dll,BOOL FreeEnvironmentStringsA(PSTR penv),待补充
FreeEnvironmentStringsW,KERNEL32.dll,BOOL FreeEnvironmentStringsW(PWSTR penv),待补充
GetEnvironmentVariableA,KERNEL32.dll,"UInt32 GetEnvironmentVariableA(PSTR lpName, Byte* lpBuffer, UInt32 nSize)",待补充
GetEnvironmentVariableW,KERNEL32.dll,"UInt32 GetEnvironmentVariableW(PWSTR lpName, Char* lpBuffer, UInt32 nSize)",待补充
SetEnvironmentVariableA,KERNEL32.dll,"BOOL SetEnvironmentVariableA(PSTR lpName, PSTR lpValue)",待补充
SetEnvironmentVariableW,KERNEL32.dll,"BOOL SetEnvironmentVariableW(PWSTR lpName, PWSTR lpValue)",待补充
ExpandEnvironmentStringsA,KERNEL32.dll,"UInt32 ExpandEnvironmentStringsA(PSTR lpSrc, Byte* lpDst, UInt32 nSize)",待补充
ExpandEnvironmentStringsW,KERNEL32.dll,"UInt32 ExpandEnvironmentStringsW(PWSTR lpSrc, Char* lpDst, UInt32 nSize)",待补充
SetCurrentDirectoryA,KERNEL32.dll,BOOL SetCurrentDirectoryA(PSTR lpPathName),待补充
SetCurrentDirectoryW,KERNEL32.dll,BOOL SetCurrentDirectoryW(PWSTR lpPathName),待补充
GetCurrentDirectoryA,KERNEL32.dll,"UInt32 GetCurrentDirectoryA(UInt32 nBufferLength, Byte* lpBuffer)",待补充
GetCurrentDirectoryW,KERNEL32.dll,"UInt32 GetCurrentDirectoryW(UInt32 nBufferLength, Char* lpBuffer)",待补充
NeedCurrentDirectoryForExePathA,KERNEL32.dll,BOOL NeedCurrentDirectoryForExePathA(PSTR ExeName),待补充
NeedCurrentDirectoryForExePathW,KERNEL32.dll,BOOL NeedCurrentDirectoryForExePathW(PWSTR ExeName),待补充
CreateEnvironmentBlock,USERENV.dll,"BOOL CreateEnvironmentBlock(void* lpEnvironment, HANDLE hToken, BOOL bInherit)",待补充
DestroyEnvironmentBlock,USERENV.dll,BOOL DestroyEnvironmentBlock(Void* lpEnvironment),待补充
ExpandEnvironmentStringsForUserA,USERENV.dll,"BOOL ExpandEnvironmentStringsForUserA(HANDLE hToken, PSTR lpSrc, Byte* lpDest, UInt32 dwSize)",待补充
ExpandEnvironmentStringsForUserW,USERENV.dll,"BOOL ExpandEnvironmentStringsForUserW(HANDLE hToken, PWSTR lpSrc, Char* lpDest, UInt32 dwSize)",待补充
IsEnclaveTypeSupported,KERNEL32.dll,BOOL IsEnclaveTypeSupported(UInt32 flEnclaveType),待补充
CreateEnclave,KERNEL32.dll,"void CreateEnclave(HANDLE hProcess, Void* lpAddress, UIntPtr dwSize, UIntPtr dwInitialCommitment, UInt32 flEnclaveType, Void* lpEnclaveInformation, UInt32 dwInfoLength, UInt32* lpEnclaveError)",待补充
LoadEnclaveData,KERNEL32.dll,"BOOL LoadEnclaveData(HANDLE hProcess, Void* lpAddress, Void* lpBuffer, UIntPtr nSize, UInt32 flProtect, Void* lpPageInformation, UInt32 dwInfoLength, UIntPtr* lpNumberOfBytesWritten, UInt32* lpEnclaveError)",待补充
InitializeEnclave,KERNEL32.dll,"BOOL InitializeEnclave(HANDLE hProcess, Void* lpAddress, Void* lpEnclaveInformation, UInt32 dwInfoLength, UInt32* lpEnclaveError)",待补充
LoadEnclaveImageA,api-ms-win-core-enclave-l1-1-1.dll,"BOOL LoadEnclaveImageA(Void* lpEnclaveAddress, PSTR lpImageName)",待补充
LoadEnclaveImageW,api-ms-win-core-enclave-l1-1-1.dll,"BOOL LoadEnclaveImageW(Void* lpEnclaveAddress, PWSTR lpImageName)",待补充
CallEnclave,vertdll.dll,"BOOL CallEnclave(IntPtr lpRoutine, Void* lpParameter, BOOL fWaitForThread, void* lpReturnValue)",待补充
TerminateEnclave,vertdll.dll,"BOOL TerminateEnclave(Void* lpAddress, BOOL fWait)",待补充
DeleteEnclave,api-ms-win-core-enclave-l1-1-1.dll,BOOL DeleteEnclave(Void* lpAddress),待补充
EnclaveGetAttestationReport,vertdll.dll,"HRESULT EnclaveGetAttestationReport(Byte* EnclaveData, Void* Report, UInt32 BufferSize, UInt32* OutputSize)",待补充
EnclaveVerifyAttestationReport,vertdll.dll,"HRESULT EnclaveVerifyAttestationReport(UInt32 EnclaveType, Void* Report, UInt32 ReportSize)",待补充
EnclaveSealData,vertdll.dll,"HRESULT EnclaveSealData(Void* DataToEncrypt, UInt32 DataToEncryptSize, ENCLAVE_SEALING_IDENTITY_POLICY IdentityPolicy, UInt32 RuntimePolicy, Void* ProtectedBlob, UInt32 BufferSize, UInt32* ProtectedBlobSize)",待补充
EnclaveUnsealData,vertdll.dll,"HRESULT EnclaveUnsealData(Void* ProtectedBlob, UInt32 ProtectedBlobSize, Void* DecryptedData, UInt32 BufferSize, UInt32* DecryptedDataSize, ENCLAVE_IDENTITY* SealingIdentity, UInt32* UnsealingFlags)",待补充
EnclaveGetEnclaveInformation,vertdll.dll,"HRESULT EnclaveGetEnclaveInformation(UInt32 InformationSize, ENCLAVE_INFORMATION* EnclaveInformation)",待补充
WerReportCreate,wer.dll,"HRESULT WerReportCreate(PWSTR pwzEventType, WER_REPORT_TYPE repType, WER_REPORT_INFORMATION* pReportInformation, HREPORT* phReportHandle)",待补充
WerReportSetParameter,wer.dll,"HRESULT WerReportSetParameter(HREPORT hReportHandle, UInt32 dwparamID, PWSTR pwzName, PWSTR pwzValue)",待补充
WerReportAddFile,wer.dll,"HRESULT WerReportAddFile(HREPORT hReportHandle, PWSTR pwzPath, WER_FILE_TYPE repFileType, WER_FILE dwFileFlags)",待补充
WerReportSetUIOption,wer.dll,"HRESULT WerReportSetUIOption(HREPORT hReportHandle, WER_REPORT_UI repUITypeID, PWSTR pwzValue)",待补充
WerReportSubmit,wer.dll,"HRESULT WerReportSubmit(HREPORT hReportHandle, WER_CONSENT consent, WER_SUBMIT_FLAGS dwFlags, WER_SUBMIT_RESULT* pSubmitResult)",待补充
WerReportAddDump,wer.dll,"HRESULT WerReportAddDump(HREPORT hReportHandle, HANDLE hProcess, HANDLE hThread, WER_DUMP_TYPE dumpType, WER_EXCEPTION_INFORMATION* pExceptionParam, WER_DUMP_CUSTOM_OPTIONS* pDumpCustomOptions, UInt32 dwFlags)",待补充
WerReportCloseHandle,wer.dll,HRESULT WerReportCloseHandle(HREPORT hReportHandle),待补充
WerRegisterFile,KERNEL32.dll,"HRESULT WerRegisterFile(PWSTR pwzFile, WER_REGISTER_FILE_TYPE regFileType, WER_FILE dwFlags)",待补充
WerUnregisterFile,KERNEL32.dll,HRESULT WerUnregisterFile(PWSTR pwzFilePath),待补充
WerRegisterMemoryBlock,KERNEL32.dll,"HRESULT WerRegisterMemoryBlock(Void* pvAddress, UInt32 dwSize)",待补充
WerUnregisterMemoryBlock,KERNEL32.dll,HRESULT WerUnregisterMemoryBlock(Void* pvAddress),待补充
WerRegisterExcludedMemoryBlock,KERNEL32.dll,"HRESULT WerRegisterExcludedMemoryBlock(Void* address, UInt32 size)",待补充
WerUnregisterExcludedMemoryBlock,KERNEL32.dll,HRESULT WerUnregisterExcludedMemoryBlock(Void* address),待补充
WerRegisterCustomMetadata,KERNEL32.dll,"HRESULT WerRegisterCustomMetadata(PWSTR key, PWSTR value)",待补充
WerUnregisterCustomMetadata,KERNEL32.dll,HRESULT WerUnregisterCustomMetadata(PWSTR key),待补充
WerRegisterAdditionalProcess,KERNEL32.dll,"HRESULT WerRegisterAdditionalProcess(UInt32 processId, UInt32 captureExtraInfoForThreadId)",待补充
WerUnregisterAdditionalProcess,KERNEL32.dll,HRESULT WerUnregisterAdditionalProcess(UInt32 processId),待补充
WerRegisterAppLocalDump,KERNEL32.dll,HRESULT WerRegisterAppLocalDump(PWSTR localAppDataRelativePath),待补充
WerUnregisterAppLocalDump,KERNEL32.dll,HRESULT WerUnregisterAppLocalDump(),待补充
WerSetFlags,KERNEL32.dll,HRESULT WerSetFlags(WER_FAULT_REPORTING dwFlags),待补充
WerGetFlags,KERNEL32.dll,"HRESULT WerGetFlags(HANDLE hProcess, WER_FAULT_REPORTING* pdwFlags)",待补充
WerAddExcludedApplication,wer.dll,"HRESULT WerAddExcludedApplication(PWSTR pwzExeName, BOOL bAllUsers)",待补充
WerRemoveExcludedApplication,wer.dll,"HRESULT WerRemoveExcludedApplication(PWSTR pwzExeName, BOOL bAllUsers)",待补充
WerRegisterRuntimeExceptionModule,KERNEL32.dll,"HRESULT WerRegisterRuntimeExceptionModule(PWSTR pwszOutOfProcessCallbackDll, Void* pContext)",待补充
WerUnregisterRuntimeExceptionModule,KERNEL32.dll,"HRESULT WerUnregisterRuntimeExceptionModule(PWSTR pwszOutOfProcessCallbackDll, Void* pContext)",待补充
WerStoreOpen,wer.dll,"HRESULT WerStoreOpen(REPORT_STORE_TYPES repStoreType, HREPORTSTORE* phReportStore)",待补充
WerStoreClose,wer.dll,Void WerStoreClose(HREPORTSTORE hReportStore),待补充
WerStoreGetFirstReportKey,wer.dll,"HRESULT WerStoreGetFirstReportKey(HREPORTSTORE hReportStore, PWSTR* ppszReportKey)",待补充
WerStoreGetNextReportKey,wer.dll,"HRESULT WerStoreGetNextReportKey(HREPORTSTORE hReportStore, PWSTR* ppszReportKey)",待补充
WerStoreQueryReportMetadataV2,wer.dll,"HRESULT WerStoreQueryReportMetadataV2(HREPORTSTORE hReportStore, PWSTR pszReportKey, WER_REPORT_METADATA_V2* pReportMetadata)",待补充
WerStoreQueryReportMetadataV3,wer.dll,"HRESULT WerStoreQueryReportMetadataV3(HREPORTSTORE hReportStore, PWSTR pszReportKey, WER_REPORT_METADATA_V3* pReportMetadata)",待补充
WerFreeString,wer.dll,Void WerFreeString(PWSTR pwszStr),待补充
WerStorePurge,wer.dll,HRESULT WerStorePurge(),待补充
WerStoreGetReportCount,wer.dll,"HRESULT WerStoreGetReportCount(HREPORTSTORE hReportStore, UInt32* pdwReportCount)",待补充
WerStoreGetSizeOnDisk,wer.dll,"HRESULT WerStoreGetSizeOnDisk(HREPORTSTORE hReportStore, UInt64* pqwSizeInBytes)",待补充
WerStoreQueryReportMetadataV1,wer.dll,"HRESULT WerStoreQueryReportMetadataV1(HREPORTSTORE hReportStore, PWSTR pszReportKey, WER_REPORT_METADATA_V1* pReportMetadata)",待补充
WerStoreUploadReport,wer.dll,"HRESULT WerStoreUploadReport(HREPORTSTORE hReportStore, PWSTR pszReportKey, UInt32 dwFlags, WER_SUBMIT_RESULT* pSubmitResult)",待补充
ReportFault,faultrep.dll,"EFaultRepRetVal ReportFault(EXCEPTION_POINTERS* pep, UInt32 dwOpt)",待补充
AddERExcludedApplicationA,faultrep.dll,BOOL AddERExcludedApplicationA(PSTR szApplication),待补充
AddERExcludedApplicationW,faultrep.dll,BOOL AddERExcludedApplicationW(PWSTR wszApplication),待补充
WerReportHang,faultrep.dll,"HRESULT WerReportHang(HWND hwndHungApp, PWSTR pwzHungApplicationName)",待补充
EcOpenSubscriptionEnum,WecApi.dll,IntPtr EcOpenSubscriptionEnum(UInt32 Flags),待补充
EcEnumNextSubscription,WecApi.dll,"BOOL EcEnumNextSubscription(IntPtr SubscriptionEnum, UInt32 SubscriptionNameBufferSize, Char* SubscriptionNameBuffer, UInt32* SubscriptionNameBufferUsed)",待补充
EcOpenSubscription,WecApi.dll,"IntPtr EcOpenSubscription(PWSTR SubscriptionName, UInt32 AccessMask, UInt32 Flags)",待补充
EcSetSubscriptionProperty,WecApi.dll,"BOOL EcSetSubscriptionProperty(IntPtr Subscription, EC_SUBSCRIPTION_PROPERTY_ID PropertyId, UInt32 Flags, EC_VARIANT* PropertyValue)",待补充
EcGetSubscriptionProperty,WecApi.dll,"BOOL EcGetSubscriptionProperty(IntPtr Subscription, EC_SUBSCRIPTION_PROPERTY_ID PropertyId, UInt32 Flags, UInt32 PropertyValueBufferSize, EC_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
EcSaveSubscription,WecApi.dll,"BOOL EcSaveSubscription(IntPtr Subscription, UInt32 Flags)",待补充
EcDeleteSubscription,WecApi.dll,"BOOL EcDeleteSubscription(PWSTR SubscriptionName, UInt32 Flags)",待补充
EcGetObjectArraySize,WecApi.dll,"BOOL EcGetObjectArraySize(IntPtr ObjectArray, UInt32* ObjectArraySize)",待补充
EcSetObjectArrayProperty,WecApi.dll,"BOOL EcSetObjectArrayProperty(IntPtr ObjectArray, EC_SUBSCRIPTION_PROPERTY_ID PropertyId, UInt32 ArrayIndex, UInt32 Flags, EC_VARIANT* PropertyValue)",待补充
EcGetObjectArrayProperty,WecApi.dll,"BOOL EcGetObjectArrayProperty(IntPtr ObjectArray, EC_SUBSCRIPTION_PROPERTY_ID PropertyId, UInt32 ArrayIndex, UInt32 Flags, UInt32 PropertyValueBufferSize, EC_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
EcInsertObjectArrayElement,WecApi.dll,"BOOL EcInsertObjectArrayElement(IntPtr ObjectArray, UInt32 ArrayIndex)",待补充
EcRemoveObjectArrayElement,WecApi.dll,"BOOL EcRemoveObjectArrayElement(IntPtr ObjectArray, UInt32 ArrayIndex)",待补充
EcGetSubscriptionRunTimeStatus,WecApi.dll,"BOOL EcGetSubscriptionRunTimeStatus(PWSTR SubscriptionName, EC_SUBSCRIPTION_RUNTIME_STATUS_INFO_ID StatusInfoId, PWSTR EventSourceName, UInt32 Flags, UInt32 StatusValueBufferSize, EC_VARIANT* StatusValueBuffer, UInt32* StatusValueBufferUsed)",待补充
EcRetrySubscription,WecApi.dll,"BOOL EcRetrySubscription(PWSTR SubscriptionName, PWSTR EventSourceName, UInt32 Flags)",待补充
EcClose,WecApi.dll,BOOL EcClose(IntPtr Object),待补充
EvtOpenSession,wevtapi.dll,"IntPtr EvtOpenSession(EVT_LOGIN_CLASS LoginClass, Void* Login, UInt32 Timeout, UInt32 Flags)",待补充
EvtClose,wevtapi.dll,BOOL EvtClose(IntPtr Object),待补充
EvtCancel,wevtapi.dll,BOOL EvtCancel(IntPtr Object),待补充
EvtGetExtendedStatus,wevtapi.dll,"UInt32 EvtGetExtendedStatus(UInt32 BufferSize, Char* Buffer, UInt32* BufferUsed)",待补充
EvtQuery,wevtapi.dll,"IntPtr EvtQuery(IntPtr Session, PWSTR Path, PWSTR Query, UInt32 Flags)",待补充
EvtNext,wevtapi.dll,"BOOL EvtNext(IntPtr ResultSet, UInt32 EventsSize, IntPtr* Events, UInt32 Timeout, UInt32 Flags, UInt32* Returned)",待补充
EvtSeek,wevtapi.dll,"BOOL EvtSeek(IntPtr ResultSet, Int64 Position, IntPtr Bookmark, UInt32 Timeout, UInt32 Flags)",待补充
EvtSubscribe,wevtapi.dll,"IntPtr EvtSubscribe(IntPtr Session, HANDLE SignalEvent, PWSTR ChannelPath, PWSTR Query, IntPtr Bookmark, Void* Context, EVT_SUBSCRIBE_CALLBACK Callback, UInt32 Flags)",待补充
EvtCreateRenderContext,wevtapi.dll,"IntPtr EvtCreateRenderContext(UInt32 ValuePathsCount, PWSTR* ValuePaths, UInt32 Flags)",待补充
EvtRender,wevtapi.dll,"BOOL EvtRender(IntPtr Context, IntPtr Fragment, UInt32 Flags, UInt32 BufferSize, Void* Buffer, UInt32* BufferUsed, UInt32* PropertyCount)",待补充
EvtFormatMessage,wevtapi.dll,"BOOL EvtFormatMessage(IntPtr PublisherMetadata, IntPtr Event, UInt32 MessageId, UInt32 ValueCount, EVT_VARIANT* Values, UInt32 Flags, UInt32 BufferSize, Char* Buffer, UInt32* BufferUsed)",待补充
EvtOpenLog,wevtapi.dll,"IntPtr EvtOpenLog(IntPtr Session, PWSTR Path, UInt32 Flags)",待补充
EvtGetLogInfo,wevtapi.dll,"BOOL EvtGetLogInfo(IntPtr Log, EVT_LOG_PROPERTY_ID PropertyId, UInt32 PropertyValueBufferSize, EVT_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
EvtClearLog,wevtapi.dll,"BOOL EvtClearLog(IntPtr Session, PWSTR ChannelPath, PWSTR TargetFilePath, UInt32 Flags)",待补充
EvtExportLog,wevtapi.dll,"BOOL EvtExportLog(IntPtr Session, PWSTR Path, PWSTR Query, PWSTR TargetFilePath, UInt32 Flags)",待补充
EvtArchiveExportedLog,wevtapi.dll,"BOOL EvtArchiveExportedLog(IntPtr Session, PWSTR LogFilePath, UInt32 Locale, UInt32 Flags)",待补充
EvtOpenChannelEnum,wevtapi.dll,"IntPtr EvtOpenChannelEnum(IntPtr Session, UInt32 Flags)",待补充
EvtNextChannelPath,wevtapi.dll,"BOOL EvtNextChannelPath(IntPtr ChannelEnum, UInt32 ChannelPathBufferSize, Char* ChannelPathBuffer, UInt32* ChannelPathBufferUsed)",待补充
EvtOpenChannelConfig,wevtapi.dll,"IntPtr EvtOpenChannelConfig(IntPtr Session, PWSTR ChannelPath, UInt32 Flags)",待补充
EvtSaveChannelConfig,wevtapi.dll,"BOOL EvtSaveChannelConfig(IntPtr ChannelConfig, UInt32 Flags)",待补充
EvtSetChannelConfigProperty,wevtapi.dll,"BOOL EvtSetChannelConfigProperty(IntPtr ChannelConfig, EVT_CHANNEL_CONFIG_PROPERTY_ID PropertyId, UInt32 Flags, EVT_VARIANT* PropertyValue)",待补充
EvtGetChannelConfigProperty,wevtapi.dll,"BOOL EvtGetChannelConfigProperty(IntPtr ChannelConfig, EVT_CHANNEL_CONFIG_PROPERTY_ID PropertyId, UInt32 Flags, UInt32 PropertyValueBufferSize, EVT_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
EvtOpenPublisherEnum,wevtapi.dll,"IntPtr EvtOpenPublisherEnum(IntPtr Session, UInt32 Flags)",待补充
EvtNextPublisherId,wevtapi.dll,"BOOL EvtNextPublisherId(IntPtr PublisherEnum, UInt32 PublisherIdBufferSize, Char* PublisherIdBuffer, UInt32* PublisherIdBufferUsed)",待补充
EvtOpenPublisherMetadata,wevtapi.dll,"IntPtr EvtOpenPublisherMetadata(IntPtr Session, PWSTR PublisherId, PWSTR LogFilePath, UInt32 Locale, UInt32 Flags)",待补充
EvtGetPublisherMetadataProperty,wevtapi.dll,"BOOL EvtGetPublisherMetadataProperty(IntPtr PublisherMetadata, EVT_PUBLISHER_METADATA_PROPERTY_ID PropertyId, UInt32 Flags, UInt32 PublisherMetadataPropertyBufferSize, EVT_VARIANT* PublisherMetadataPropertyBuffer, UInt32* PublisherMetadataPropertyBufferUsed)",待补充
EvtOpenEventMetadataEnum,wevtapi.dll,"IntPtr EvtOpenEventMetadataEnum(IntPtr PublisherMetadata, UInt32 Flags)",待补充
EvtNextEventMetadata,wevtapi.dll,"IntPtr EvtNextEventMetadata(IntPtr EventMetadataEnum, UInt32 Flags)",待补充
EvtGetEventMetadataProperty,wevtapi.dll,"BOOL EvtGetEventMetadataProperty(IntPtr EventMetadata, EVT_EVENT_METADATA_PROPERTY_ID PropertyId, UInt32 Flags, UInt32 EventMetadataPropertyBufferSize, EVT_VARIANT* EventMetadataPropertyBuffer, UInt32* EventMetadataPropertyBufferUsed)",待补充
EvtGetObjectArraySize,wevtapi.dll,"BOOL EvtGetObjectArraySize(IntPtr ObjectArray, UInt32* ObjectArraySize)",待补充
EvtGetObjectArrayProperty,wevtapi.dll,"BOOL EvtGetObjectArrayProperty(IntPtr ObjectArray, UInt32 PropertyId, UInt32 ArrayIndex, UInt32 Flags, UInt32 PropertyValueBufferSize, EVT_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
EvtGetQueryInfo,wevtapi.dll,"BOOL EvtGetQueryInfo(IntPtr QueryOrSubscription, EVT_QUERY_PROPERTY_ID PropertyId, UInt32 PropertyValueBufferSize, EVT_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
EvtCreateBookmark,wevtapi.dll,IntPtr EvtCreateBookmark(PWSTR BookmarkXml),待补充
EvtUpdateBookmark,wevtapi.dll,"BOOL EvtUpdateBookmark(IntPtr Bookmark, IntPtr Event)",待补充
EvtGetEventInfo,wevtapi.dll,"BOOL EvtGetEventInfo(IntPtr Event, EVT_EVENT_PROPERTY_ID PropertyId, UInt32 PropertyValueBufferSize, EVT_VARIANT* PropertyValueBuffer, UInt32* PropertyValueBufferUsed)",待补充
ClearEventLogA,ADVAPI32.dll,"BOOL ClearEventLogA(EventLogHandle hEventLog, PSTR lpBackupFileName)",待补充
ClearEventLogW,ADVAPI32.dll,"BOOL ClearEventLogW(EventLogHandle hEventLog, PWSTR lpBackupFileName)",待补充
BackupEventLogA,ADVAPI32.dll,"BOOL BackupEventLogA(EventLogHandle hEventLog, PSTR lpBackupFileName)",待补充
BackupEventLogW,ADVAPI32.dll,"BOOL BackupEventLogW(EventLogHandle hEventLog, PWSTR lpBackupFileName)",待补充
CloseEventLog,ADVAPI32.dll,BOOL CloseEventLog(EventLogHandle hEventLog),待补充
DeregisterEventSource,ADVAPI32.dll,BOOL DeregisterEventSource(EventSourceHandle hEventLog),待补充
NotifyChangeEventLog,ADVAPI32.dll,"BOOL NotifyChangeEventLog(EventLogHandle hEventLog, HANDLE hEvent)",待补充
GetNumberOfEventLogRecords,ADVAPI32.dll,"BOOL GetNumberOfEventLogRecords(EventLogHandle hEventLog, UInt32* NumberOfRecords)",待补充
GetOldestEventLogRecord,ADVAPI32.dll,"BOOL GetOldestEventLogRecord(EventLogHandle hEventLog, UInt32* OldestRecord)",待补充
OpenEventLogA,ADVAPI32.dll,"EventLogHandle OpenEventLogA(PSTR lpUNCServerName, PSTR lpSourceName)",待补充
OpenEventLogW,ADVAPI32.dll,"EventLogHandle OpenEventLogW(PWSTR lpUNCServerName, PWSTR lpSourceName)",待补充
RegisterEventSourceA,ADVAPI32.dll,"EventSourceHandle RegisterEventSourceA(PSTR lpUNCServerName, PSTR lpSourceName)",待补充
RegisterEventSourceW,ADVAPI32.dll,"EventSourceHandle RegisterEventSourceW(PWSTR lpUNCServerName, PWSTR lpSourceName)",待补充
OpenBackupEventLogA,ADVAPI32.dll,"EventLogHandle OpenBackupEventLogA(PSTR lpUNCServerName, PSTR lpFileName)",待补充
OpenBackupEventLogW,ADVAPI32.dll,"EventLogHandle OpenBackupEventLogW(PWSTR lpUNCServerName, PWSTR lpFileName)",待补充
ReadEventLogA,ADVAPI32.dll,"BOOL ReadEventLogA(EventLogHandle hEventLog, READ_EVENT_LOG_READ_FLAGS dwReadFlags, UInt32 dwRecordOffset, Void* lpBuffer, UInt32 nNumberOfBytesToRead, UInt32* pnBytesRead, UInt32* pnMinNumberOfBytesNeeded)",待补充
ReadEventLogW,ADVAPI32.dll,"BOOL ReadEventLogW(EventLogHandle hEventLog, READ_EVENT_LOG_READ_FLAGS dwReadFlags, UInt32 dwRecordOffset, Void* lpBuffer, UInt32 nNumberOfBytesToRead, UInt32* pnBytesRead, UInt32* pnMinNumberOfBytesNeeded)",待补充
ReportEventA,ADVAPI32.dll,"BOOL ReportEventA(EventSourceHandle hEventLog, REPORT_EVENT_TYPE wType, UInt16 wCategory, UInt32 dwEventID, PSID lpUserSid, UInt16 wNumStrings, UInt32 dwDataSize, PSTR* lpStrings, Void* lpRawData)",待补充
ReportEventW,ADVAPI32.dll,"BOOL ReportEventW(EventSourceHandle hEventLog, REPORT_EVENT_TYPE wType, UInt16 wCategory, UInt32 dwEventID, PSID lpUserSid, UInt16 wNumStrings, UInt32 dwDataSize, PWSTR* lpStrings, Void* lpRawData)",待补充
GetEventLogInformation,ADVAPI32.dll,"BOOL GetEventLogInformation(EventLogHandle hEventLog, UInt32 dwInfoLevel, Void* lpBuffer, UInt32 cbBufSize, UInt32* pcbBytesNeeded)",待补充
IsDestinationReachableA,SensApi.dll,"BOOL IsDestinationReachableA(PSTR lpszDestination, QOCINFO* lpQOCInfo)",待补充
IsDestinationReachableW,SensApi.dll,"BOOL IsDestinationReachableW(PWSTR lpszDestination, QOCINFO* lpQOCInfo)",待补充
IsNetworkAlive,SensApi.dll,BOOL IsNetworkAlive(UInt32* lpdwFlags),待补充
RefreshPolicy,USERENV.dll,BOOL RefreshPolicy(BOOL bMachine),待补充
RefreshPolicyEx,USERENV.dll,"BOOL RefreshPolicyEx(BOOL bMachine, UInt32 dwOptions)",待补充
EnterCriticalPolicySection,USERENV.dll,HANDLE EnterCriticalPolicySection(BOOL bMachine),待补充
LeaveCriticalPolicySection,USERENV.dll,BOOL LeaveCriticalPolicySection(HANDLE hSection),待补充
RegisterGPNotification,USERENV.dll,"BOOL RegisterGPNotification(HANDLE hEvent, BOOL bMachine)",待补充
UnregisterGPNotification,USERENV.dll,BOOL UnregisterGPNotification(HANDLE hEvent),待补充
